//d³ugoœæ	01:50.117
MILLIS	110117
TITLE	<empty>
ARTIST	<empty>
MUSIC	<empty>
LYRICS	<empty>
CREATOR	<empty>
VERSION	<empty>
NOTE	<empty>
1783	0	0	OH.MY.LOVE.IS.LIKE.A.RED,.RED.ROSE 
1783	9021	0	/
10904	0	0	O 
10904	161	0	O 
11165	0	0	my 
11165	160	0	my 
11425	0	0	love 
11425	675	0	love 
12200	0	0	is 
12200	154	0	is 
12454	0	0	like 
12454	408	0	like 
12962	0	0	a 
12962	401	0	a 
13463	0	0	red, 
13463	629	0	red, 
14192	0	0	red 
14192	141	0	red 
14433	0	0	rose 
14433	375	0	rose 
14908	0	0	That's 
14908	363	0	That's 
15371	0	0	new
15371	596	0	new
16067	0	0	ly 
16067	135	0	ly 
16302	0	0	sprung 
16302	362	0	sprung 
16764	0	0	in 
16764	362	0	in 
17226	0	0	June; 
17226	818	0	June; 
18144	0	0	O 
18144	362	0	O 
18606	0	0	my 
18606	369	0	my 
19075	0	0	love 
19075	590	0	love 
19765	0	0	is 
19765	134	0	is 
19999	0	0	like 
19999	363	0	like 
20462	0	0	a 
20462	368	0	a 
20930	0	0	me
20930	604	0	me
21634	0	0	lo
21634	140	0	lo
21874	0	0	dy 
21874	376	0	dy 
22350	0	0	That's 
22350	375	0	That's 
22825	0	0	sweet
22825	642	0	sweet
23567	0	0	ly 
23567	148	0	ly 
23815	0	0	play'd 
23815	407	0	play'd 
24322	0	0	in 
24322	415	0	in 
24837	0	0	tune. 
24837	0	0	/
24837	0	0	tune. 
24837	1462	0	/
26399	0	0	As 
26399	415	0	As 
26914	0	0	fair 
26914	394	0	fair 
27408	0	0	thou 
27408	395	0	thou 
27903	0	0	art, 
27903	375	0	art, 
28378	0	0	my 
28378	363	0	my 
28841	0	0	bon
28841	121	0	bon
29062	0	0	nie 
29062	564	0	nie 
29726	0	0	lass, 
29726	323	0	lass, 
30149	0	0	So 
30149	330	0	So 
30579	0	0	deep 
30579	551	0	deep 
31230	0	0	in 
31230	115	0	in 
31445	0	0	love 
31445	551	0	love 
32096	0	0	am 
32096	108	0	am 
32304	0	0	I; 
32304	1222	0	I; 
33626	0	0	And 
33626	343	0	And 
34069	0	0	I 
34069	349	0	I 
34518	0	0	will 
34518	342	0	will 
34960	0	0	love 
34960	356	0	love 
35416	0	0	thee 
35416	356	0	thee 
35872	0	0	still, 
35872	577	0	still, 
36549	0	0	my 
36549	121	0	my 
36770	0	0	dear, 
36770	350	0	dear, 
37220	0	0	Till 
37220	336	0	Till 
37656	0	0	a' 
37656	544	0	a' 
38300	0	0	the 
38300	115	0	the 
38515	0	0	seas 
38515	323	0	seas 
38938	0	0	gang 
38938	323	0	gang 
39361	0	0	dry. 
39361	1157	0	dry. 
40618	0	0	Till 
40618	317	0	Till 
41035	0	0	a' 
41035	531	0	a' 
41666	0	0	the 
41666	108	0	the 
41874	0	0	seas 
41874	324	0	seas 
42298	0	0	gang 
42298	323	0	gang 
42721	0	0	dry, 
42721	531	0	dry, 
43352	0	0	my 
43352	115	0	my 
43567	0	0	love, 
43567	330	0	love, 
43997	0	0	Till 
43997	343	0	Till 
44440	0	0	a' 
44440	564	0	a' 
45104	0	0	the 
45104	128	0	the 
45332	0	0	seas 
45332	362	0	seas 
45794	0	0	gang 
45794	355	0	gang 
46249	0	0	dry. 
46249	825	0	dry. 
47174	0	0	And 
47174	811	0	And 
48085	0	0	I 
48085	558	0	I 
48743	0	0	will 
48743	115	0	will 
48958	0	0	love 
48958	336	0	love 
49394	0	0	thee 
49394	343	0	thee 
49837	0	0	still, 
49837	570	0	still, 
50507	0	0	my 
50507	128	0	my 
50735	0	0	dear, 
50735	356	0	dear, 
51191	0	0	Till 
51191	369	0	Till 
51660	0	0	a' 
51660	609	0	a' 
52369	0	0	the 
52369	141	0	the 
52610	0	0	seas 
52610	375	0	seas 
53085	0	0	gang 
53085	389	0	gang 
53574	0	0	dry
53574	0	0	dry. 
53574	870	0	/
54544	0	0	. 
54544	7335	0	/
61979	0	0	Till 
61979	329	0	Till 
62408	0	0	a' 
62408	545	0	a' 
63053	0	0	the 
63053	115	0	the 
63268	0	0	seas 
63268	336	0	seas 
63704	0	0	gang 
63704	343	0	gang 
64147	0	0	dry, 
64147	557	0	dry, 
64804	0	0	my 
64804	122	0	my 
65026	0	0	dear, 
65026	342	0	dear, 
65468	0	0	And the 
65468	349	0	And the 
65917	0	0	rocks 
65917	571	0	rocks 
66588	0	0	melt 
66588	121	0	melt 
66809	0	0	wi' 
66809	356	0	wi' 
67265	0	0	the 
67265	356	0	the 
67721	0	0	sun: 
67721	818	0	sun: 
68639	0	0	I 
68639	362	0	I 
69101	0	0	will 
69101	369	0	will 
69570	0	0	love 
69570	596	0	love 
70266	0	0	thee 
70266	135	0	thee 
70501	0	0	still, 
70501	375	0	still, 
70976	0	0	my 
70976	369	0	my 
71445	0	0	Dear
71445	622	0	Dear
72167	0	0	, 
72167	141	0	, 
72408	0	0	While 
72408	376	0	While 
72884	0	0	the 
72884	381	0	the 
73365	0	0	sands 
73365	617	0	sands 
74082	0	0	o' 
74082	140	0	o' 
74322	0	0	life 
74322	382	0	life 
74804	0	0	shall 
74804	382	0	shall 
75286	0	0	run. 
75286	0	0	/
75286	0	0	run. 
75286	1339	0	/
76725	0	0	But 
76725	375	0	But 
77200	0	0	fare 
77200	382	0	fare 
77682	0	0	thee 
77682	382	0	thee 
78164	0	0	weel, 
78164	381	0	weel, 
78645	0	0	my 
78645	382	0	my 
79127	0	0	on
79127	134	0	on
79361	0	0	ly 
79361	630	0	ly 
80091	0	0	Luve! 
80091	394	0	Luve! 
80585	0	0	And 
80585	408	0	And 
81093	0	0	fare 
81093	695	0	fare 
81888	0	0	thee 
81888	160	0	thee 
82148	0	0	weel, 
82148	714	0	weel, 
82962	0	0	a 
82962	173	0	a 
83235	0	0	while! 
83235	1521	0	while! 
84856	0	0	And 
84856	441	0	And 
85397	0	0	I 
85397	440	0	I 
85937	0	0	will 
85937	434	0	will 
86471	0	0	come 
86471	427	0	come 
86998	0	0	a
86998	434	0	a
87532	0	0	gain, 
87532	681	0	gain, 
88313	0	0	my 
88313	161	0	my 
88574	0	0	Luve. 
88574	408	0	Luve. 
89082	0	0	Tho' 
89082	401	0	Tho' 
89583	0	0	'twere 
89583	636	0	'twere 
90319	0	0	ten 
90319	140	0	ten 
90559	0	0	thou
90559	376	0	thou
91035	0	0	sand 
91035	368	0	sand 
91503	0	0	mile! 
91503	1274	0	mile! 
92877	0	0	But 
92877	356	0	But 
93333	0	0	fare 
93333	564	0	fare 
93997	0	0	thee 
93997	115	0	thee 
94212	0	0	weel, 
94212	336	0	weel, 
94648	0	0	my 
94648	336	0	my 
95084	0	0	on
95084	545	0	on
95729	0	0	ly 
95729	115	0	ly 
95944	0	0	Luve! 
95944	323	0	Luve! 
96367	0	0	And 
96367	323	0	And 
96790	0	0	fare 
96790	525	0	fare 
97415	0	0	thee 
97415	108	0	thee 
97623	0	0	weel, 
97623	317	0	weel, 
98040	0	0	a 
98040	317	0	a 
98457	0	0	while! 
98457	733	0	while! 
99290	0	0	And 
99290	740	0	And 
100130	0	0	I 
100130	538	0	I 
100768	0	0	will 
100768	115	0	will 
100983	0	0	come 
100983	329	0	come 
101412	0	0	a
101412	330	0	a
101842	0	0	gain, 
101842	557	0	gain, 
102499	0	0	my 
102499	122	0	my 
102721	0	0	Luve. 
102721	343	0	Luve. 
103164	0	0	Tho' 
103164	342	0	Tho' 
103606	0	0	'twere 
103606	577	0	'twere 
104283	0	0	ten 
104283	135	0	ten 
104518	0	0	thou
104518	349	0	thou
104967	0	0	sand 
104967	356	0	sand 
105423	0	0	mile! 
105423	0	0	/
105423	0	0	mile! 
105423	0	0	/
